web-scraper-order,address_raw,datetime,rooms,area,luxurious,price_per_m2,lat,lon
1662023689-394,"8810 Horgen, ZH",2022-09-07 09:00:00,4.5,125,0,43.12,47.2366828918457,8.618281364440918
1662023717-601,"Sankt Gallerstrasse 12, 8353 Elgg, ZH",2022-09-07 09:00:00,4.0,70,0,22.14,,
1662023758-915,"Walchestr. 25, 8006 Zürich, ZH",2022-09-07 09:00:00,5.0,181,0,29.39,47.381141662597656,8.541439056396484
1662023758-922,"Wolfsbergstrasse 26, 8494 Bauma, ZH",2022-09-07 09:00:00,4.5,100,0,18.51,47.364627838134766,8.883868217468262
1662023704-527,"Dorfstrasse 111, 8424 Embrach, ZH",2022-09-07 09:00:00,2.5,71,0,16.89,47.50861740112305,8.593684196472168
1662023745-832,"Calandastrasse 3, 8048 Zürich, ZH",2022-09-07 09:00:00,2.5,65,0,25.23,47.38764953613281,8.489997863769531
1662023701-488,"8006 Zürich, ZH",2022-09-07 09:00:00,3.5,96,0,46.88,47.39287567138672,8.551520347595215
1662023714-596,"8953 Dietikon, ZH",2022-09-07 09:00:00,3.5,85,0,31.65,47.40451431274414,8.402215957641602
1662023739-773,"Langfurrenstrasse 5b, 8623 Wetzikon ZH, ZH",2022-09-07 09:00:00,2.5,60,0,28.67,47.3287239074707,8.810142517089844
1662023689-395,"Billeterstrasse 15, 8044 Zürich, ZH",2022-09-07 09:00:00,1.0,29,0,54.83,47.37915802001953,8.566191673278809
1662023758-921,"Rütibach 11, 8340 Hinwil, ZH",2022-09-07 09:00:00,3.5,100,0,18.9,47.298648834228516,8.839847564697266
1662023733-736,"Stadlerstrasse 35, 8472 Seuzach, ZH",2022-09-07 09:00:00,4.5,100,0,21.2,47.53435134887695,8.740181922912598
1662023810-1340,"Wängistr. 5, 8142 Uitikon Waldegg, ZH",2022-09-07 09:00:00,4.5,143,0,23.31,47.376258850097656,8.447173118591309
1662023695-448,"Chimligasse 5, 8603 Schwerzenbach, ZH",2022-09-07 09:00:00,4.5,105,0,21.14,47.38670349121094,8.658082962036133
1662023774-1051,"Breitenstrasse 12, 8134 Adliswil, ZH",2022-09-07 09:00:00,3.5,70,0,27.86,47.306331634521484,8.5193452835083
1662023801-1262,"Giacomettistrasse 17, 8049 Zürich, ZH",2022-09-07 09:00:00,1.5,130,0,13.85,47.40287399291992,8.505340576171875
1662023714-599,"Burstwiesenstr. 22, 8606 Greifensee, ZH",2022-09-07 09:00:00,4.0,80,0,24.0,47.36946487426758,8.679994583129883
1662023783-1122,"Obere Leihofstrasse 13, 8820 Wädenswil, ZH",2022-09-07 09:00:00,4.5,112,1,29.02,47.22357177734375,8.666900634765625
1662023795-1210,"Im Eich 2, 8625 Gossau ZH, ZH",2022-09-07 09:00:00,3.5,90,0,20.5,47.306175231933594,8.76700496673584
1662023752-871,"Kreuzstrasse 64, 8008 Zürich, ZH",2022-09-07 09:00:00,3.5,125,0,51.12,47.36457824707031,8.552704811096191
1662023689-400,"Baumschuelwäg 1, 8197 Rafz, ZH",2022-09-07 09:00:00,3.5,94,0,19.04,47.60714340209961,8.543349266052246
1662023752-883,"Pfäffikerstrasse 119, 8605 Gutenswil, ZH",2022-09-07 09:00:00,3.5,100,0,19.41,47.38532638549805,8.717787742614746
1662023733-737,"Lindenhofstrasse 4a, 8180 Bülach, ZH",2022-09-07 09:00:00,3.5,107,1,25.47,47.52070236206055,8.538408279418945
1662023720-631,"Möslistrasse 40, 8155 Niederhasli, ZH",2022-09-07 09:00:00,3.5,88,0,19.89,47.48173141479492,8.496448516845703
1662023755-895,"Hintere Grundstrasse 29, 8135 Langnau am Albis, ZH",2022-09-07 09:00:00,3.5,80,0,26.88,47.289249420166016,8.537467002868652
1662023758-933,"Eggbühlstrasse 1, 8050 Zürich, ZH",2022-09-07 09:00:00,4.5,98,0,33.66,47.416175842285156,8.544777870178223
1662023695-445,"Eibenstrasse 6, 8045 Zürich, ZH",2022-09-07 09:00:00,4.0,72,0,31.67,47.363685607910156,8.521366119384766
1662023689-408,"Widenweg 12, 8630 Rüti ZH, ZH",2022-09-07 09:00:00,4.0,70,0,21.29,47.253623962402344,8.85413646697998
1662023798-1229,"Huebbrunnenstrasse 2, 8627 Grüningen, ZH",2022-09-07 09:00:00,4.5,119,0,20.0,,
1662023714-597,"8344 Bäretswil, ZH",2022-09-07 09:00:00,2.5,119,0,18.07,47.322540283203125,8.8612060546875
1662023733-744,"Rebhaldenstrasse 71, 8625 Gossau ZH, ZH",2022-09-07 09:00:00,1.0,21,0,43.33,47.30525588989258,8.767916679382324
1662023789-1154,"Konradstrasse 12, 8400 Winterthur, ZH",2022-09-07 09:00:00,4.5,130,0,20.15,47.5020751953125,8.722041130065918
1662023727-689,"Steinstrasse 14, 8106 Adlikon b. Regensdorf, ZH",2022-09-07 09:00:00,4.5,100,0,17.81,47.452701568603516,8.462518692016602
1662023689-388,"8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,3.5,120,0,20.0,47.31372833251953,8.828516006469727
1662023752-881,"Sandbüelstrasse 44, 8606 Greifensee, ZH",2022-09-07 09:00:00,3.0,71,0,25.49,47.37326431274414,8.676733016967773
1662023701-498,"Balsbergweg 14, 8302 Kloten, ZH",2022-09-07 09:00:00,2.5,59,0,27.29,47.44394302368164,8.576591491699219
1662023755-905,"Butzenstrasse 2, 8038 Zürich, ZH",2022-09-07 09:00:00,1.5,30,0,49.33,47.34154510498047,8.530033111572266
1662023795-1223,"Eggbühlstrasse 24, 8050 Zürich, ZH",2022-09-07 09:00:00,4.5,111,0,33.92,47.41639709472656,8.543224334716797
1662023745-838,"8154 Oberglatt ZH, ZH",2022-09-07 09:00:00,1.0,20,0,89.5,47.48018264770508,8.524710655212402
1662023745-822,"Centralweg 8, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,2.5,65,0,24.0,47.278282165527344,8.452200889587402
1662023701-482,"Limmatquai 70, 8001 Zürich, ZH",2022-09-07 09:00:00,1.0,20,0,107.5,47.372718811035156,8.542970657348633
1662023801-1256,"Stationsstrasse 62, 8424 Embrach, ZH",2022-09-07 09:00:00,3.5,80,0,20.69,47.51503372192383,8.590367317199707
1662023807-1305,"Weststrasse 66, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,2.5,60,0,25.67,47.329673767089844,8.796716690063477
1662023777-1062,"Ifangstrasse 48, 8604 Volketswil, ZH",2022-09-07 09:00:00,3.0,70,0,21.29,47.39152526855469,8.676628112792969
1662023798-1225,"Bodenstrasse 21, 8805 Richterswil, ZH",2022-09-07 09:00:00,3.5,73,0,24.47,47.207828521728516,8.695242881774902
1662023767-997,"Wülflingerstrasse 151a, 8408 Winterthur, ZH",2022-09-07 09:00:00,4.5,114,0,23.25,47.50883865356445,8.704948425292969
1662023733-740,"Affolternstrasse 103, 8050 Zürich, ZH",2022-09-07 09:00:00,1.0,22,0,59.09,47.41026306152344,8.536553382873535
1662023807-1313,"Winterthurerstr. 11, 8180 Bülach, ZH",2022-09-07 09:00:00,4.5,148,0,19.88,47.5196418762207,8.54224681854248
1662023793-1182,"Zürcherstrasse 5, 8102 Oberengstringen, ZH",2022-09-07 09:00:00,2.5,57,0,24.04,47.405029296875,8.47723388671875
1662023780-1082,"Wermatswilerstrasse 91, 8610 Uster, ZH",2022-09-07 09:00:00,4.5,98,0,21.43,47.35652542114258,8.729662895202637
1662023723-652,"Sunnebüelstr. 41, 8604 Volketswil, ZH",2022-09-07 09:00:00,5.0,99,0,18.59,47.39354705810547,8.681330680847168
1662023774-1037,"Alte Kanzleistrasse 11, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,3.5,103,1,27.43,47.27546691894531,8.447565078735352
1662023774-1050,"Drusbergstrasse 21, 8810 Horgen, ZH",2022-09-07 09:00:00,3.5,76,0,25.0,47.253753662109375,8.59769344329834
1662023780-1084,"Nelkenstr. 2, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,76,0,22.37,47.37173843383789,8.784454345703125
1662023736-757,"Am Brunnenbächli 28, 8125 Zollikerberg, ZH",2022-09-07 09:00:00,4.5,97,0,23.3,47.34169006347656,8.607666969299316
1662023727-677,"Brühlstrasse 4, 8311 Brütten, ZH",2022-09-07 09:00:00,3.5,89,0,25.28,47.47344970703125,8.67549991607666
1662023783-1124,"Vorbruggenstr. 20, 8422 Pfungen, ZH",2022-09-07 09:00:00,2.5,65,0,24.46,47.5192756652832,8.639522552490234
1662023717-614,"Im Halbiacker 3, 8352 Elsau, ZH",2022-09-07 09:00:00,2.5,75,0,23.87,47.50206756591797,8.783915519714355
1662023689-399,"Nordstrasse 15, 8180 Bülach, ZH",2022-09-07 09:00:00,1.5,26,0,53.85,47.52280807495117,8.536508560180664
1662023692-430,"Bohnäckerstr. 11, 8955 Oetwil an der Limmat, ZH",2022-09-07 09:00:00,3.5,87,0,21.78,47.427955627441406,8.391122817993164
1662023701-501,"Ohrütistrasse 167, 8497 Fischenthal, ZH",2022-09-07 09:00:00,4.5,135,0,16.29,,
1662023717-606,"Im Zelgli 12, 8624 Grüt (Gossau ZH), ZH",2022-09-07 09:00:00,4.5,87,0,18.62,47.30967712402344,8.781928062438965
1662023767-994,"Forchstr. 26, 8008 Zürich, ZH",2022-09-07 09:00:00,3.5,85,0,40.18,47.363990783691406,8.556114196777344
1662023810-1337,"Säntisweg 5, 8604 Volketswil, ZH",2022-09-07 09:00:00,2.0,53,0,20.02,47.395355224609375,8.680856704711914
1662023739-789,"Langgrütstrasse 96, 8047 Zürich, ZH",2022-09-07 09:00:00,3.5,71,0,44.93,47.37327575683594,8.495824813842773
1662023774-1053,"Scheffelstrasse 11, 8037 Zürich, ZH",2022-09-07 09:00:00,3.5,76,0,59.87,47.39439010620117,8.529122352600098
1662023695-456,"8005 Zürich, ZH",2022-09-07 09:00:00,2.5,96,0,38.42,47.38420486450195,8.531729698181152
1662023695-441,"Grafschaftstrasse 23, 8172 Niederglatt ZH, ZH",2022-09-07 09:00:00,3.5,59,0,28.47,47.49378967285156,8.503396987915039
1662023789-1167,"Magdalenenstrasse 9, 8050 Zürich, ZH",2022-09-07 09:00:00,2.5,103,0,30.29,47.40725326538086,8.551426887512207
1662023704-513,"Breitackerstrasse 31, 8542 Wiesendangen, ZH",2022-09-07 09:00:00,4.5,110,0,20.09,47.5235595703125,8.784727096557617
1662023767-988,"Kreuzstrasse 55, 8008 Zürich, ZH",2022-09-07 09:00:00,2.5,71,0,43.52,47.364540100097656,8.552120208740234
1662023742-803,"Emil Oprecht-Str. 1, 8050 Zürich, ZH",2022-09-07 09:00:00,4.5,99,0,29.29,47.41197967529297,8.541033744812012
1662023727-674,"Nüsatzstrasse 27, 8248 Uhwiesen, ZH",2022-09-07 09:00:00,3.5,76,0,22.74,47.66944122314453,8.640958786010742
1662023789-1169,"Tödihof 1, 8712 Stäfa, ZH",2022-09-07 09:00:00,5.5,105,0,26.19,47.24312210083008,8.724576950073242
1662023783-1117,"Glärnischstrasse 62, 8618 Oetwil am See, ZH",2022-09-07 09:00:00,4.5,98,0,19.23,47.27785873413086,8.720203399658203
1662023742-797,"8193 Eglisau, ZH",2022-09-07 09:00:00,1.0,28,0,49.64,47.57356262207031,8.520898818969727
1662023767-1002,"Breitigasse 5, 8610 Uster, ZH",2022-09-07 09:00:00,3.5,73,0,24.66,47.34422302246094,8.734959602355957
1662023730-717,"Birkenweg 8, 8700 Küsnacht ZH, ZH",2022-09-07 09:00:00,3.5,170,0,32.65,47.322723388671875,8.586901664733887
1662023704-517,"Schaffhauserstrasse 475, 8052 Zürich, ZH",2022-09-07 09:00:00,2.0,54,0,35.26,47.42020034790039,8.54835319519043
1662023771-1017,"Müllerwis 30, 8606 Greifensee, ZH",2022-09-07 09:00:00,4.0,81,0,24.04,47.369266510009766,8.681855201721191
1662023717-620,"Else-Züblin-Strasse 112, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,144,0,16.74,47.50380325317383,8.763983726501465
1662023795-1204,"Else-Züblin-Str. 74, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,99,0,21.62,47.50324630737305,8.765312194824219
1662023736-759,"Werkstrasse 3, 8627 Grüningen, ZH",2022-09-07 09:00:00,5.5,114,0,15.68,,
1662023793-1179,"Bachtelstrasse 57, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,108,0,24.57,47.36494064331055,8.791268348693848
1662023789-1162,"Seefeldstr. 117, 8008 Zürich, ZH",2022-09-07 09:00:00,4.0,97,0,37.78,47.35837936401367,8.554369926452637
1662023695-442,"Schärackerstrasse 9, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,91,0,21.87,47.371185302734375,8.779633522033691
1662023774-1035,"Kreuzstrasse 7, 8400 Winterthur, ZH",2022-09-07 09:00:00,4.0,112,0,29.91,47.50360870361328,8.72900104522705
1662023798-1234,"Neuwiesenstrasse 31, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.5,94,0,29.79,47.5003662109375,8.719480514526367
1662023692-411,"8820 Wädenswil, ZH",2022-09-07 09:00:00,1.5,40,0,34.38,47.22698211669922,8.662249565124512
1662023698-463,"8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,2.5,54,0,31.85,47.364013671875,8.782011032104492
1662023771-1011,"Spichergasse 10b, 8185 Winkel, ZH",2022-09-07 09:00:00,3.5,65,0,27.23,47.491275787353516,8.555011749267578
1662023695-446,"Kleindorfstrasse 58, 8707 Uetikon am See, ZH",2022-09-07 09:00:00,2.5,73,0,27.4,47.26448059082031,8.683062553405762
1662023727-690,"Waidlistrasse 82, 8810 Horgen, ZH",2022-09-07 09:00:00,3.5,86,0,27.91,47.25424575805664,8.613272666931152
1662023777-1072,"Obere Leihofstrasse 13, 8820 Wädenswil, ZH",2022-09-07 09:00:00,3.5,75,1,29.2,47.22357177734375,8.666900634765625
1662023686-381,"Zwickystrasse 18, 8304 Wallisellen, ZH",2022-09-07 09:00:00,2.5,122,0,20.84,,
1662023810-1343,"Am Giessenpark 11, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,102,0,25.29,47.40099334716797,8.612852096557617
1662023704-511,"Weidstr. 1, 8135 Langnau am Albis, ZH",2022-09-07 09:00:00,3.5,76,0,20.92,47.29462814331055,8.536721229553223
1662023767-987,"Sonnenbergstrasse 4, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,3.0,65,0,22.15,47.28150177001953,8.457354545593262
1662023689-407,"Werkstrasse 47, 8630 Rüti ZH, ZH",2022-09-07 09:00:00,3.5,80,0,25.38,47.252437591552734,8.853998184204102
1662023720-632,"Am Gulmenbach 10, 8820 Wädenswil, ZH",2022-09-07 09:00:00,4.5,114,0,24.56,47.23025894165039,8.656451225280762
1662023749-850,"Einsiedlerstrasse 226, 8810 Horgen, ZH",2022-09-07 09:00:00,3.5,93,0,24.51,47.25436782836914,8.598150253295898
1662023723-661,"8820 Wädenswil, ZH",2022-09-07 09:00:00,2.5,60,0,32.5,47.22698211669922,8.662249565124512
1662023755-893,"Röntgenstrasse 48, 8005 Zürich, ZH",2022-09-07 09:00:00,2.5,67,0,49.25,47.38470458984375,8.527143478393555
1662023789-1170,"Dennlerstr. 24, 8047 Zürich, ZH",2022-09-07 09:00:00,2.0,46,0,31.52,47.381561279296875,8.497806549072266
1662023733-724,"Büelstrasse 30, 8103 Unterengstringen, ZH",2022-09-07 09:00:00,4.5,190,0,23.68,47.41432571411133,8.445075988769531
1662023807-1314,"Webereistrasse 8, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.5,80,0,24.68,47.409847259521484,8.404328346252441
1662023755-908,"Zürichstrasse 63, 8607 Aathal-Seegräben, ZH",2022-09-07 09:00:00,2.0,54,0,16.57,47.33839797973633,8.762406349182129
1662023798-1226,"Rebackerstrasse 31, 8955 Oetwil an der Limmat, ZH",2022-09-07 09:00:00,4.5,192,0,17.71,47.426002502441406,8.397468566894531
1662023704-515,"Jungholzstrasse 20, 8050 Zürich, ZH",2022-09-07 09:00:00,1.5,43,0,40.47,47.41342544555664,8.54434871673584
1662023767-992,"Zwillikerstrasse 4, 8908 Hedingen, ZH",2022-09-07 09:00:00,4.0,85,0,23.71,47.29840850830078,8.447592735290527
1662023789-1153,"Obere Leihofstrasse 11, 8820 Wädenswil, ZH",2022-09-07 09:00:00,3.5,75,1,30.55,47.22368240356445,8.66706371307373
1662023767-990,"Nelkenstr. 9, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,79,0,20.76,47.37203598022461,8.784619331359863
1662023752-866,"Wilhofstrasse 2, 8332 Russikon, ZH",2022-09-07 09:00:00,2.5,61,0,30.82,47.39215087890625,8.774938583374023
1662023698-466,"Waffenplatzstrasse 80, 8002 Zürich, ZH",2022-09-07 09:00:00,4.0,87,0,31.8,47.355648040771484,8.52674674987793
1662023723-655,"Bächliwis 7, 8184 Bachenbülach, ZH",2022-09-07 09:00:00,3.0,62,0,24.27,47.50484848022461,8.544466972351074
1662023783-1119,"Am Giessenpark 1, 8600 Dübendorf, ZH",2022-09-07 09:00:00,5.5,123,0,25.28,47.401241302490234,8.611506462097168
1662023720-643,"Badenerstrasse 595, 8048 Zürich, ZH",2022-09-07 09:00:00,1.0,83,1,33.73,47.3852653503418,8.49389934539795
1662023795-1215,"Lägernstrasse 20, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.0,60,0,24.83,47.405677795410156,8.394124031066895
1662023807-1300,"Wildbachstrasse 17, 8424 Embrach, ZH",2022-09-07 09:00:00,4.5,98,0,19.8,47.51191329956055,8.58958911895752
1662023758-925,"Stöcklerstr. 6, 8610 Uster, ZH",2022-09-07 09:00:00,3.0,69,0,23.99,47.343082427978516,8.734877586364746
1662023695-443,"Bahnhofstrasse 8, 8154 Oberglatt ZH, ZH",2022-09-07 09:00:00,4.5,105,0,21.43,47.476478576660156,8.518460273742676
1662023764-983,"Am Wasser 161, 8049 Zürich, ZH",2022-09-07 09:00:00,2.5,42,0,71.43,47.399436950683594,8.495816230773926
1662023774-1039,"Dorfstrasse 100, 8954 Geroldswil, ZH",2022-09-07 09:00:00,4.5,86,0,19.53,47.424278259277344,8.409123420715332
1662023786-1133,"Krummibuckweg 9, 8157 Dielsdorf, ZH",2022-09-07 09:00:00,3.5,75,0,25.47,47.48097229003906,8.460487365722656
1662023736-765,"Burstwiesenstr. 22, 8606 Greifensee, ZH",2022-09-07 09:00:00,4.0,80,0,24.31,47.36946487426758,8.679994583129883
1662023774-1036,"Kreuzstrasse 7, 8400 Winterthur, ZH",2022-09-07 09:00:00,4.0,112,0,29.91,47.50360870361328,8.72900104522705
1662023780-1090,"Im Grund 11, 12, 8442 Hettlingen, ZH",2022-09-07 09:00:00,4.5,128,0,17.27,,
1662023711-571,"Schönenbergstrasse 30, 8820 Wädenswil, ZH",2022-09-07 09:00:00,3.5,79,0,31.77,47.22728729248047,8.669577598571777
1662023745-821,"Ackerstrasse 55, 8005 Zürich, ZH",2022-09-07 09:00:00,1.5,25,0,66.0,47.383338928222656,8.532877922058105
1662023686-372,"Zürichstrasse 82, 8118 Pfaffhausen, ZH",2022-09-07 09:00:00,2.5,57,0,33.16,47.36402893066406,8.619695663452148
1662023807-1316,"Leutschenbachstrasse 50/50a, 8050 Zürich, ZH",2022-09-07 09:00:00,3.5,86,1,31.4,,
1662023783-1127,"Sulzer-Allee 79, 8404 Winterthur, ZH",2022-09-07 09:00:00,2.5,81,0,23.95,,
1662023783-1111,"Dörnliackerstrasse 3, 8952 Schlieren, ZH",2022-09-07 09:00:00,2.5,53,0,24.91,47.395267486572266,8.439332962036133
1662023813-1349,"Wülflingerstrasse 2, 8400 Winterthur, ZH",2022-09-07 09:00:00,2.0,54,0,35.37,47.50292205810547,8.724250793457031
1662023793-1177,"Gussstrasse 16, 8180 Bülach, ZH",2022-09-07 09:00:00,3.5,87,0,22.87,47.52637481689453,8.537738800048828
1662023798-1230,"Birchwiesstrasse 4, 8114 Dänikon ZH, ZH",2022-09-07 09:00:00,4.5,120,0,16.77,47.44737243652344,8.408712387084961
1662023795-1207,"Imbisbühlstrasse 108, 8049 Zürich, ZH",2022-09-07 09:00:00,3.5,131,0,25.63,47.40587615966797,8.487546920776367
1662023764-963,"Breitestr. 3, 8903 Birmensdorf ZH, ZH",2022-09-07 09:00:00,3.5,90,0,23.33,47.352378845214844,8.436046600341797
1662023767-1005,"Bahnhofstrasse 117, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,2.5,73,0,25.48,47.32510757446289,8.798135757446289
1662023752-868,"Poststrasse 1, 8406 Winterthur, ZH",2022-09-07 09:00:00,1.5,33,0,38.15,47.490657806396484,8.705796241760254
1662023692-409,"8055 Zürich, ZH",2022-09-07 09:00:00,2.5,68,0,45.96,47.36378860473633,8.509098052978516
1662023777-1068,"Langackerweg 13, 8155 Niederhasli, ZH",2022-09-07 09:00:00,2.0,49,0,30.82,47.483028411865234,8.48688793182373
1662023777-1078,"Zeughausstr. 27a, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,3.5,78,0,23.46,47.27204132080078,8.450376510620117
1662023733-727,"Überlandstrasse 206, 8600 Dübendorf, ZH",2022-09-07 09:00:00,4.5,114,0,23.41,47.400718688964844,8.623079299926758
1662023745-836,"Neudorfstr. 17, 8050 Zürich, ZH",2022-09-07 09:00:00,3.5,110,0,25.91,47.41176223754883,8.547621726989746
1662023789-1173,"Gerhardstrasse 8, 8003 Zürich, ZH",2022-09-07 09:00:00,4.0,82,0,42.56,47.37050247192383,8.523018836975098
1662023771-1027,"Müllerwis 25, 8606 Greifensee, ZH",2022-09-07 09:00:00,2.0,55,0,25.85,47.370811462402344,8.682324409484863
1662023714-592,"Holzmoosrütistrasse 44a, 8820 Wädenswil, ZH",2022-09-07 09:00:00,4.5,90,1,24.67,47.23556900024414,8.650527000427246
1662023783-1120,"Unterwegli 35, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,88,0,20.23,47.504886627197266,8.752949714660645
1662023793-1191,"Else-Züblin-Strasse 73, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,94,0,22.98,47.50276184082031,8.763882637023926
1662023810-1342,"Zipartenstr. 45, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,79,0,24.56,47.39463806152344,8.60456657409668
1662023804-1286,"Am Wildbach 7, 8320 Fehraltorf, ZH",2022-09-07 09:00:00,5.5,190,0,18.16,47.38938522338867,8.744006156921387
1662023739-770,"Badenerstrasse 110, 8952 Schlieren, ZH",2022-09-07 09:00:00,4.5,109,0,24.59,47.397884368896484,8.431954383850098
1662023733-730,"Holzmoosrütistrasse 44a, 8820 Wädenswil, ZH",2022-09-07 09:00:00,3.5,75,1,26.6,47.23556900024414,8.650527000427246
1662023707-539,"Hulfteggstr. 19, 8400 Winterthur, ZH",2022-09-07 09:00:00,5.0,95,0,16.53,47.49119567871094,8.75192928314209
1662023707-537,"Aronenweg 17, 8618 Oetwil am See, ZH",2022-09-07 09:00:00,4.5,102,0,19.61,47.275535583496094,8.718412399291992
1662023801-1249,"Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",2022-09-07 09:00:00,3.5,96,0,57.29,,
1662023804-1277,"Holzlegistr. 6, 8408 Winterthur, ZH",2022-09-07 09:00:00,3.0,62,0,24.27,47.5120735168457,8.695403099060059
1662023720-626,"Haagächerstrasse 12, 8155 Niederhasli, ZH",2022-09-07 09:00:00,4.5,120,0,16.58,47.47222137451172,8.486286163330078
1662023783-1108,"Karstlernstrasse 14, 8048 Zürich, ZH",2022-09-07 09:00:00,1.0,30,0,47.67,47.3899040222168,8.47831916809082
1662023717-611,"Sternen 1, 8833 Samstagern, ZH",2022-09-07 09:00:00,4.5,150,0,20.33,47.19702911376953,8.690900802612305
1662023767-995,"Kreuzstrasse 55, 8008 Zürich, ZH",2022-09-07 09:00:00,1.5,41,0,50.98,47.364540100097656,8.552120208740234
1662023789-1175,"Hörnlistrasse 6 A/6 B, 8400 Winterthur, ZH",2022-09-07 09:00:00,1.0,35,0,31.29,,
1662023801-1254,"Tannenbergstrasse 58, 8625 Gossau ZH, ZH",2022-09-07 09:00:00,4.5,100,0,21.0,47.30460739135742,8.769102096557617
1662023789-1168,"Altburgstr. 19, 8105 Regensdorf, ZH",2022-09-07 09:00:00,2.0,56,0,29.82,47.42815399169922,8.47533893585205
1662023749-849,"Sandstrasse 1, 8180 Bülach, ZH",2022-09-07 09:00:00,4.5,117,0,27.78,47.52568817138672,8.541040420532227
1662023698-458,"Scheffelstrasse 11, 8037 Zürich, ZH",2022-09-07 09:00:00,2.5,56,0,78.39,47.39439010620117,8.529122352600098
1662023742-804,"Emil Oprecht-Str. 1, 8050 Zürich, ZH",2022-09-07 09:00:00,4.5,99,0,26.87,47.41197967529297,8.541033744812012
1662023701-493,"Herrligweg 9, 8048 Zürich, ZH",2022-09-07 09:00:00,2.5,60,0,41.67,47.389892578125,8.484477996826172
1662023701-485,"Schneggenstr. 24, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,3.5,72,0,21.72,47.320735931396484,8.8002290725708
1662023745-825,"Langacherstrasse 16, 8103 Unterengstringen, ZH",2022-09-07 09:00:00,3.5,103,0,23.16,47.41263961791992,8.453574180603027
1662023717-618,"Zeltweg 23, 8610 Uster, ZH",2022-09-07 09:00:00,3.0,62,0,27.26,47.34798812866211,8.709195137023926
1662023723-660,"Brunaustrasse 160, 8951 Fahrweid, ZH",2022-09-07 09:00:00,3.5,84,1,29.64,47.412540435791016,8.417913436889648
1662023767-1006,"8180 Bülach, ZH",2022-09-07 09:00:00,4.5,115,1,28.26,47.5200309753418,8.5663423538208
1662023717-608,"Tunnelstr. 5, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,5.5,155,0,21.29,47.36875915527344,8.780900001525879
1662023783-1123,"Else-Züblin-Strasse 77, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,94,0,22.18,47.50312042236328,8.763753890991211
1662023771-1016,"Schulstrasse 12, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,101,0,22.82,47.36713790893555,8.780004501342773
1662023813-1361,"Dättlikonerstrasse 16, 8422 Pfungen, ZH",2022-09-07 09:00:00,4.5,130,1,22.69,47.51939010620117,8.6381196975708
1662023755-892,"8494 Bauma, ZH",2022-09-07 09:00:00,3.0,60,0,23.67,47.362789154052734,8.92087173461914
1662023720-628,"Allmendstrasse 29, 8180 Bülach, ZH",2022-09-07 09:00:00,2.5,65,0,28.92,47.514713287353516,8.533659934997559
1662023789-1176,"Magazingasse 2, 8400 Winterthur, ZH",2022-09-07 09:00:00,4.5,109,0,26.47,47.50620651245117,8.71890640258789
1662023707-543,"Bahnhofstrasse 83, 8245 Feuerthalen, ZH",2022-09-07 09:00:00,4.5,86,0,19.65,47.687747955322266,8.649845123291016
1662023692-423,"8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,4.5,120,0,20.83,47.364013671875,8.782011032104492
1662023707-545,"Schulstrasse 12, 8462 Rheinau, ZH",2022-09-07 09:00:00,1.5,25,0,39.6,47.6439208984375,8.602176666259766
1662023749-842,"Chüeweid 7, 8906 Bonstetten, ZH",2022-09-07 09:00:00,3.5,85,0,24.47,47.31626892089844,8.466718673706055
1662023720-635,"Sagirain 2, 8605 Gutenswil, ZH",2022-09-07 09:00:00,2.0,72,0,19.03,47.385475158691406,8.715425491333008
1662023745-837,"Elisabethenstrasse 28, 8004 Zürich, ZH",2022-09-07 09:00:00,3.5,70,0,61.43,47.37369155883789,8.521880149841309
1662023717-617,"Lindenstrasse 25, 8307 Effretikon, ZH",2022-09-07 09:00:00,2.5,69,0,21.88,47.42894744873047,8.697382926940918
