web-scraper-order;address_raw;datetime;rooms;area;luxurious;price;price_per_m2;lat;lon;bfs_number;bfs_name;pop;pop_dens;frg_pct;emp;tax_income;dist_supermarket
1662023717-618;Zeltweg 23, 8610 Uster, ZH;17.09.2022 11:44;3;62;0;1690;27.26;47.34798813;8.709195137;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;501.109463
1662023795-1201;Oberlandstr. 75, 8610 Uster, ZH;17.09.2022 11:44;3.5;92;0;2030;22.07;47.35482407;8.71586132;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;179.1253448
1662023767-1000;Oberlandstr. 75, 8610 Uster, ZH;17.09.2022 11:44;3.5;92;0;2020;21.96;47.35482407;8.71586132;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;179.1253448
1662023795-1224;Alte Blindenholzstrasse 3, 8616 Riedikon, ZH;17.09.2022 11:44;4.5;107;0;1930;18.04;47.33308029;8.712552071;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;967.4936417
1662023720-625;Seestrasse 139, 8610 Uster, ZH;17.09.2022 11:44;2.5;77;0;1990;25.84;47.34542084;8.697589874;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;348.4748084
1662023807-1297;Ifangweg 11, 8610 Uster, ZH;17.09.2022 11:44;2.5;51;0;1500;29.41;47.35829926;8.715127945;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;383.9697664
1662023807-1299;Archstrasse 13, 8610 Uster, ZH;17.09.2022 11:44;3;67;0;1660;24.78;47.3439827;8.731561661;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;497.903384
1662023758-917;Bankstrasse 27, 8610 Uster, ZH;17.09.2022 11:44;3.5;84;0;2060;24.52;47.35177612;8.715166092;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;73.81177886
1662023758-924;Breitigasse 9, 8610 Uster, ZH;17.09.2022 11:44;3.5;74;0;1800;24.32;47.34457016;8.734555244;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;704.7743279
1662023786-1140;Gschwaderstrasse 40, 8610 Uster, ZH;17.09.2022 11:44;2.5;56;0;1320;23.57;47.35831833;8.713147163;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;347.391546
1662023758-929;Frohbergstr. 7, 8162 Steinmaur, ZH;17.09.2022 11:44;4.5;97;0;1770;18.25;47.48908615;8.448234558;101;Steinmaur;3609;384.3450479;27.12662787;824;76289.40871;958.3446841
1662023727-685;8306 Brüttisellen, ZH;17.09.2022 11:44;4.5;124;0;4460;35.97;47.42464066;8.633165359;200;Wangen-Brüttisellen;7967;1005.934343;27.32521652;5859;83725.31758;255.9089181
1662023736-749;Eichstrasse 1, 8306 Brüttisellen, ZH;17.09.2022 11:44;3.5;68;0;1610;23.68;47.42432022;8.631151199;200;Wangen-Brüttisellen;7967;1005.934343;27.32521652;5859;83725.31758;104.1024366
1662023733-725;Wülflingerstrasse 48, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;55;0;1490;27.09;47.50653458;8.714888573;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;111.4006121
1662023733-731;St. Gallerstrasse 42d, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;86;0;2420;28.14;47.49749756;8.738823891;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;317.8736593
1662023777-1057;Wartstr. 28, 8400 Winterthur, ZH;17.09.2022 11:44;1;26;0;1145;44.04;47.50136185;8.720966339;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;92.26477232
1662023736-746;Landvogt-Waser-Strasse 67, 8405 Winterthur, ZH;17.09.2022 11:44;2.5;62;0;1500;24.19;47.48586655;8.76594162;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;220.880961
1662023739-784;Wingertlistrasse 9, 8405 Winterthur, ZH;17.09.2022 11:44;3.5;70;0;1690;24.14;47.49017334;8.761757851;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;548.0859407
1662023739-775;Hulfteggstrasse 16, 8400 Winterthur, ZH;17.09.2022 11:44;4;76;0;1665;21.91;47.49134827;8.753072739;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;374.1017589
1662023774-1040;Seuzacherstr. 9a, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;66;1;1900;28.79;47.51836014;8.720631599;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;55.73024752
1662023723-659;Oberseenerstrasse 77, 8405 Winterthur, ZH;17.09.2022 11:44;4.5;121;1;2720;22.48;47.48025131;8.771097183;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;808.5943084
1662023752-873;Scheideggstrasse 8, 8400 Winterthur, ZH;17.09.2022 11:44;2;54;0;1450;26.85;47.49159622;8.750418663;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;199.1692313
1662023742-795;Bollstrasse 64, 8405 Winterthur, ZH;17.09.2022 11:44;3.5;89;0;2350;26.4;47.48073196;8.759271622;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;570.189086
1662023774-1054;Scherrerstrasse 8, 8400 Winterthur, ZH;17.09.2022 11:44;3;67;0;1990;29.7;47.49733353;8.742336273;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;320.6077769
1662023698-475;Zürcherstrasse 57, 8406 Winterthur, ZH;17.09.2022 11:44;1;24;0;1350;56.25;47.49454498;8.711798668;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;80.17522635
1662023736-760;Tösstalstrasse 174, 8400 Winterthur, ZH;17.09.2022 11:44;3;62;0;1481;23.89;47.48874664;8.751196861;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;302.3895347
1662023813-1351;Bollstrasse 66, 8405 Winterthur, ZH;17.09.2022 11:44;3.5;88;0;2345;26.65;47.48073578;8.759693146;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;555.9455612
1662023749-855;Pionierstr. 22, 8400 Winterthur, ZH;17.09.2022 11:44;1;89;0;1900;21.35;47.49772263;8.719924927;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;130.2913175
1662023752-888;Zürcherstrasse 54, 8406 Winterthur, ZH;17.09.2022 11:44;3.5;103;0;2240;21.75;47.49507141;8.711730003;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;80.26638329
1662023761-953;Jägerstrasse 59, 8406 Winterthur, ZH;17.09.2022 11:44;2.5;61;0;1930;31.64;47.49499512;8.713829041;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;82.46380405
1662023758-914;Endlikerstrasse 106, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;97;1;2110;21.75;47.48758316;8.75232029;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;453.8072881
1662023804-1273;Waldeggstrasse 8, 8405 Winterthur, ZH;17.09.2022 11:44;1.5;120;1;1700;14.17;47.48252487;8.759597778;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;388.0786319
1662023698-459;General-Guisan-Strasse 25, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;68;0;2280;33.53;47.49905014;8.733027458;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;104.8522057
1662023786-1138;Gottfried Keller-Strasse 77, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;72;0;1750;24.31;47.50571823;8.730652809;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;630.1714557
1662023761-938;Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH;17.09.2022 11:44;4.5;106;1;2470;23.3;47.48572922;8.766179085;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;233.2113794
1662023736-748;Giesserstrasse 15, 8406 Winterthur, ZH;17.09.2022 11:44;3;64;0;1320;20.62;47.49040604;8.714092255;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;506.0734227
1662023720-646;Wülflingerstrasse 151a, 8408 Winterthur, ZH;17.09.2022 11:44;4.5;119;0;2583;21.71;47.50883865;8.704948425;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;589.3818194
1662023707-531;Zürcherstrasse 57, 8406 Winterthur, ZH;17.09.2022 11:44;1;28;0;1350;48.21;47.49454498;8.711798668;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;80.17522635
1662023717-615;Florenstrasse 56, 8405 Winterthur, ZH;17.09.2022 11:44;2;40;0;1490;37.25;47.48488998;8.773792267;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;799.1921613
1662023771-1015;Heiniweg 16, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;76;0;1520;20;47.51916885;8.764608383;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;1502.628349
1662023795-1211;Agnesstrasse 2, 8406 Winterthur, ZH;17.09.2022 11:44;4;82;0;2130;25.98;47.49472046;8.714877129;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;161.0008051
1662023804-1293;Alte Römerstrasse 24, 8404 Winterthur, ZH;17.09.2022 11:44;4.5;115;0;3220;28;47.50394821;8.748668671;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;203.9575886
1662023761-960;Sulzbergstrasse 8, 8400 Winterthur, ZH;17.09.2022 11:44;3;60;0;1610;26.83;47.50327301;8.729370117;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;400.4271928
1662023745-829;Rychenbergstr. 61, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;71;0;2070;29.15;47.5085144;8.729952812;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;945.4699601
1662023736-745;Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH;17.09.2022 11:44;2.5;62;0;1640;26.45;47.48572922;8.766179085;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;233.2113794
1662023745-826;Wülflingerstrasse 349, 8408 Winterthur, ZH;17.09.2022 11:44;2.5;70;0;1595;22.79;47.51451874;8.683442116;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;889.2393362
1662023789-1154;Konradstrasse 12, 8400 Winterthur, ZH;17.09.2022 11:44;4.5;130;0;2620;20.15;47.5020752;8.72204113;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;118.4731167
1662023767-997;Wülflingerstrasse 151a, 8408 Winterthur, ZH;17.09.2022 11:44;4.5;114;0;2650;23.25;47.50883865;8.704948425;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;589.3818194
1662023717-620;Else-Züblin-Strasse 112, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;144;0;2410;16.74;47.50380325;8.763983727;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;517.669702
1662023795-1204;Else-Züblin-Str. 74, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;99;0;2140;21.62;47.50324631;8.765312195;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;422.0208254
1662023774-1035;Kreuzstrasse 7, 8400 Winterthur, ZH;17.09.2022 11:44;4;112;0;3350;29.91;47.5036087;8.729001045;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;383.9946774
1662023798-1234;Neuwiesenstrasse 31, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;94;0;2800;29.79;47.50036621;8.719480515;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;65.90923487
1662023774-1036;Kreuzstrasse 7, 8400 Winterthur, ZH;17.09.2022 11:44;4;112;0;3350;29.91;47.5036087;8.729001045;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;383.9946774
1662023813-1349;Wülflingerstrasse 2, 8400 Winterthur, ZH;17.09.2022 11:44;2;54;0;1910;35.37;47.50292206;8.724250793;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;263.2741077
1662023752-868;Poststrasse 1, 8406 Winterthur, ZH;17.09.2022 11:44;1.5;33;0;1259;38.15;47.49065781;8.705796242;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;52.87463611
1662023783-1120;Unterwegli 35, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;88;0;1780;20.23;47.50488663;8.752949715;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;196.5439433
1662023793-1191;Else-Züblin-Strasse 73, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;94;0;2160;22.98;47.50276184;8.763882637;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;537.704968
1662023707-539;Hulfteggstr. 19, 8400 Winterthur, ZH;17.09.2022 11:44;5;95;0;1570;16.53;47.49119568;8.751929283;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;286.3505417
1662023804-1277;Holzlegistr. 6, 8408 Winterthur, ZH;17.09.2022 11:44;3;62;0;1505;24.27;47.51207352;8.695403099;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;193.3539656
1662023783-1123;Else-Züblin-Strasse 77, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;94;0;2085;22.18;47.50312042;8.763753891;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;540.220847
1662023789-1176;Magazingasse 2, 8400 Winterthur, ZH;17.09.2022 11:44;4.5;109;0;2885;26.47;47.50620651;8.718906403;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;262.301727
1662023764-965;Schaffhauserstrasse 29, 8400 Winterthur, ZH;17.09.2022 11:44;4;82;0;1950;23.78;47.50638199;8.723402977;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;605.5539479
1662023698-462;Schlosshofstrasse 21, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;68;0;2020;29.71;47.49552917;8.711296082;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;132.1232853
1662023807-1304;Breitestrasse 56, 8400 Winterthur, ZH;17.09.2022 11:44;4;90;0;2130;23.67;47.49045563;8.727546692;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;492.9157738
1662023707-534;Tellstrasse 16a, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;63;0;1790;28.41;47.50239182;8.72051239;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;186.3350624
1662023689-406;Thurgauerstrasse 2, 8400 Winterthur, ZH;17.09.2022 11:44;4;75;0;1950;26;47.49839783;8.74239254;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;429.5011919
1662023736-758;Nägelseestrasse 26, 8406 Winterthur, ZH;17.09.2022 11:44;2;45;0;1390;30.89;47.49116516;8.702677727;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;215.661192
1662023764-977;Türlimattstr. 1, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;71;0;1617;22.77;47.50771713;8.749386787;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;542.2782126
1662023723-672;Wülflingerstrasse 151b, 8408 Winterthur, ZH;17.09.2022 11:44;3.5;85;0;2110;24.82;47.50856781;8.704839706;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;586.5775905
1662023686-379;Seenerstrasse 218, 8405 Winterthur, ZH;17.09.2022 11:44;3;65;0;1750;26.92;47.48553467;8.758892059;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;291.4463664
1662023786-1132;Römerstrasse 52, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;56;0;1390;24.82;47.50064468;8.743654251;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;274.9044715
1662023764-984;Unt. Schöntalstrasse 5, 8406 Winterthur, ZH;17.09.2022 11:44;3;61;0;1445;23.69;47.49348831;8.708704948;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;247.2057581
1662023789-1156;Weberstrasse 91, 8400 Winterthur, ZH;17.09.2022 11:44;4.5;109;0;2500;22.94;47.49053192;8.746732712;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;113.5887548
1662023749-864;Jägerstrasse 59, 8406 Winterthur, ZH;17.09.2022 11:44;3.5;82;0;2350;28.66;47.49499512;8.713829041;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;82.46380405
1662023807-1302;Sulzbergstrasse 8, 8400 Winterthur, ZH;17.09.2022 11:44;2;51;0;1550;30.39;47.50327301;8.729370117;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;400.4271928
1662023786-1141;Hündlerstrasse 77, 8406 Winterthur, ZH;17.09.2022 11:44;1.5;100;1;2200;22;47.48168945;8.699022293;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;474.7012659
1662023780-1089;Else-Züblin-Strasse 77, 8404 Winterthur, ZH;17.09.2022 11:44;2.5;76;0;2025;26.64;47.50312042;8.763753891;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;540.220847
1662023764-969;Grüzefeldstrasse 44, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;75;0;1650;22;47.49379349;8.751358032;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;263.158657
1662023695-450;Schaffhauserstrasse 32, 8400 Winterthur, ZH;17.09.2022 11:44;4.5;87;0;1770;20.34;47.50722504;8.72339344;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;440.8851739
1662023749-863;Seuzacherstr. 11a, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;95;0;2480;26.11;47.51870728;8.720742226;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;16.65818819
1662023733-741;General-Guisan-Strasse 43, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;78;0;1490;19.1;47.49982834;8.733386993;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;35.32106924
1662023777-1059;Türlimattstr. 3, 8404 Winterthur, ZH;17.09.2022 11:44;4.5;85;0;1890;22.24;47.50799179;8.749725342;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;380.1804158
1662023783-1105;Katharina Sulzer Platz 8, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;111;0;2370;21.35;47.49697113;8.717944145;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;277.6497051
1662023810-1327;Hulfteggstrasse 18, 8400 Winterthur, ZH;17.09.2022 11:44;3;62;0;1495;24.11;47.4917717;8.753170967;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;552.2519321
1662023764-976;Schulergasse 4, 8406 Winterthur, ZH;17.09.2022 11:44;2;39;0;1040;26.67;47.49108887;8.705008507;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;39.91984757
1662023795-1205;Steiggasse 4, 8400 Winterthur, ZH;17.09.2022 11:44;2;52;0;1700;32.69;47.49804306;8.727981567;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;95.37618207
1662023752-885;Hegifeldstrasse 64, 8404 Winterthur, ZH;17.09.2022 11:44;3;61;0;1340;21.97;47.50727081;8.76787281;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;446.994731
1662023739-783;Espenstr. 73, 8408 Winterthur, ZH;17.09.2022 11:44;3.5;83;0;2040;24.58;47.50705338;8.680699348;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;1068.458303
1662023801-1255;Wingertlistrasse 19, 8405 Winterthur, ZH;17.09.2022 11:44;2.5;70;0;1380;19.71;47.48936462;8.760986328;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;472.0552625
1662023742-813;Reutlingerstr. 17, 8404 Winterthur, ZH;17.09.2022 11:44;5.5;109;0;2280;20.92;47.52203751;8.756557465;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;1629.315428
1662023767-996;Claisstrasse 11, 8408 Winterthur, ZH;17.09.2022 11:44;3.5;93;0;2290;24.62;47.51573181;8.685565948;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;835.9420874
1662023720-645;Rümikerstrasse 36, 8409 Winterthur, ZH;17.09.2022 11:44;3.5;83;0;1800;21.69;47.50401688;8.769974709;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;70.75477938
1662023758-932;Seuzacherstr. 9b, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;94;0;2480;26.38;47.51848221;8.719965935;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;52.95983594
1662023695-451;Rütlistr. 17, 8400 Winterthur, ZH;17.09.2022 11:44;3;66;0;1700;25.76;47.50872803;8.722215652;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;332.0574375
1662023767-986;Jägerstrasse 59, 8406 Winterthur, ZH;17.09.2022 11:44;3.5;85;0;2420;28.47;47.49499512;8.713829041;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;82.46380405
1662023752-884;Zürcherstrasse 58, 8406 Winterthur, ZH;17.09.2022 11:44;2.5;82;0;1890;23.05;47.49482346;8.711419106;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;100.4945386
1662023689-396;Rosentalstrasse 72, 8400 Winterthur, ZH;17.09.2022 11:44;1.5;55;1;1515;27.55;47.51045227;8.723488808;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;481.138256
1662023714-600;Sonnenblickstrasse 23, 8404 Winterthur, ZH;17.09.2022 11:44;4;88;0;2065;23.47;47.51654434;8.758272171;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;1047.638163
1662023795-1212;Feldstrasse 16, 8400 Winterthur, ZH;17.09.2022 11:44;1.5;158;1;3430;21.71;47.50643158;8.718624115;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;232.2529809
1662023793-1181;Schützenstrasse 42, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;90;0;2030;22.56;47.50262451;8.718854904;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;232.5232508
1662023701-491;Schlossackerstrasse 11, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;115;0;1980;17.22;47.50833511;8.767489433;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;564.8623299
1662023807-1301;Eichliackerstrasse 18, 8406 Winterthur, ZH;17.09.2022 11:44;2;46;0;1430;31.09;47.48926544;8.713685989;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;626.6654462
1662023789-1159;Else-Züblin-Strasse 73, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;96;0;2390;24.9;47.50276184;8.763882637;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;537.704968
1662023758-930;Bollstrasse 39, 8405 Winterthur, ZH;17.09.2022 11:44;3;69;0;1520;22.03;47.48131943;8.760581017;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;470.4361474
1662023795-1202;Bettenstrasse 66, 8400 Winterthur, ZH;17.09.2022 11:44;2.5;55;1;1675;30.45;47.51546478;8.716787338;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;459.9915624
1662023723-656;8409 Winterthur, ZH;17.09.2022 11:44;3.5;75;0;1840;24.53;47.50626755;8.779024124;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;595.0101056
1662023801-1257;Einfangstrasse 13, 8406 Winterthur, ZH;17.09.2022 11:44;1;27;0;970;35.93;47.49158096;8.709972382;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;267.5475895
1662023733-732;Hegifeldstrasse 66, 8404 Winterthur, ZH;17.09.2022 11:44;2;48;0;1270;26.46;47.50706863;8.767720222;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;433.8598372
1662023733-729;Jägerstrasse 59, 8406 Winterthur, ZH;17.09.2022 11:44;2.5;71;0;2130;30;47.49499512;8.713829041;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;82.46380405
1662023764-982;Weststr. 131, 8408 Winterthur, ZH;17.09.2022 11:44;3.5;83;0;1770;21.33;47.50980759;8.705296516;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;615.0700578
1662023755-902;Oberfeldstrasse 2, 8408 Winterthur, ZH;17.09.2022 11:44;2;46;0;1490;32.39;47.50580597;8.707270622;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;390.0873005
1662023774-1048;Robert-Sulzer-Gasse 4, 8400 Winterthur, ZH;17.09.2022 11:44;3.5;93;0;2255;24.25;47.49491501;8.716140747;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;255.4554525
1662023730-705;Tösstalstrasse 345, 8482 Sennhof (Winterthur), ZH;17.09.2022 11:44;3.5;90;0;1570;17.44;47.46803665;8.760699272;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;157.5374389
1662023774-1034;Kreuzstrasse 7, 8400 Winterthur, ZH;17.09.2022 11:44;4;98;0;3350;34.18;47.5036087;8.729001045;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;383.9946774
1662023745-817;Riedhofstrasse 58, 8408 Winterthur, ZH;17.09.2022 11:44;3.5;100;0;2710;27.1;47.5136261;8.694538116;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;329.2455571
1662023804-1284;Else-Züblin-Strasse 106, 8404 Winterthur, ZH;17.09.2022 11:44;3.5;103;0;2090;20.29;47.5038681;8.764745712;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;460.3336001
1662023730-697;Scheideggstrasse 8, 8400 Winterthur, ZH;17.09.2022 11:44;3;68;0;1750;25.74;47.49159622;8.750418663;230;Winterthur;113173;1662.597326;24.53500393;73339;70118.99692;199.1692313
1662023720-644;Burstwiesenstr. 16, 8606 Greifensee, ZH;17.09.2022 11:44;4;80;0;1965;24.56;47.36891556;8.680346489;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;147.3568762
1662023714-599;Burstwiesenstr. 22, 8606 Greifensee, ZH;17.09.2022 11:44;4;80;0;1920;24;47.36946487;8.679994583;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;197.0961737
1662023752-881;Sandbüelstrasse 44, 8606 Greifensee, ZH;17.09.2022 11:44;3;71;0;1810;25.49;47.37326431;8.676733017;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;650.0143937
1662023771-1017;Müllerwis 30, 8606 Greifensee, ZH;17.09.2022 11:44;4;81;0;1947;24.04;47.36926651;8.681855202;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;247.7058419
1662023736-765;Burstwiesenstr. 22, 8606 Greifensee, ZH;17.09.2022 11:44;4;80;0;1945;24.31;47.36946487;8.679994583;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;197.0961737
1662023771-1027;Müllerwis 25, 8606 Greifensee, ZH;17.09.2022 11:44;2;55;0;1422;25.85;47.37081146;8.682324409;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;404.5167054
1662023810-1335;Am Pfisterhölzli 36, 8606 Greifensee, ZH;17.09.2022 11:44;5;94;0;1914;20.36;47.36343765;8.691127777;194;Greifensee;5385;2372.246696;20.16713092;1663;85454.80811;1000.318485
1662023739-782;Bergacherstrasse 4, 8630 Rüti ZH, ZH;17.09.2022 11:44;1;34;0;850;25;47.25069427;8.855641365;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;424.9423686
1662023730-707;Walderstrasse 103, 8630 Rüti ZH, ZH;17.09.2022 11:44;3.5;78;0;1760;22.56;47.26651382;8.867326736;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;1029.407235
1662023689-408;Widenweg 12, 8630 Rüti ZH, ZH;17.09.2022 11:44;4;70;0;1490;21.29;47.25362396;8.854136467;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;106.3629607
1662023689-407;Werkstrasse 47, 8630 Rüti ZH, ZH;17.09.2022 11:44;3.5;80;0;2030;25.38;47.25243759;8.853998184;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;195.2862875
