web-scraper-order;address_raw;datetime;rooms;area;luxurious;price;price_per_m2;lat;lon;bfs_number;bfs_name;pop;pop_dens;frg_pct;emp;tax_income;dist_supermarket
1662023727-681;Schleifetobelweg 20, 8810 Horgen, ZH;17.09.2022 11:44;4;84;0;2100;25;47.25609589;8.5975914;295;Horgen;22992;745.76711;29.46242171;10294;90000;168.325898
1662023780-1097;Kalkofenstr. 25, 8810 Horgen, ZH;17.09.2022 11:44;2.5;62;0;1535;24.76;47.24735641;8.607347488;295;Horgen;22992;745.76711;29.46242171;10294;90000;249.6062872
1662023813-1366;Seegartenstrasse 68a, 8810 Horgen, ZH;17.09.2022 11:44;3.5;106;0;4590;43.3;47.2659111;8.589883804;295;Horgen;22992;745.76711;29.46242171;10294;90000;328.6138491
1662023810-1331;Rotbühlstrasse 5, 8810 Horgen, ZH;17.09.2022 11:44;2;50;0;1930;38.6;47.26038361;8.589051247;295;Horgen;22992;745.76711;29.46242171;10294;90000;337.9323536
1662023727-693;Dorfgasse 26, 8810 Horgen, ZH;17.09.2022 11:44;3;74;0;2630;35.54;47.2607193;8.599367142;295;Horgen;22992;745.76711;29.46242171;10294;90000;89.17445099
1662023755-910;Neugasse 19, 8810 Horgen, ZH;17.09.2022 11:44;2.5;52;0;1767;33.98;47.25801086;8.588834763;295;Horgen;22992;745.76711;29.46242171;10294;90000;589.2304068
1662023698-465;Seestrasse 148, 8810 Horgen, ZH;17.09.2022 11:44;1.5;38;0;1650;43.42;47.26029587;8.597851753;295;Horgen;22992;745.76711;29.46242171;10294;90000;45.46688572
1662023810-1332;Einsiedlerstrasse 2, 8942 Oberrieden, ZH;17.09.2022 11:44;3;57;0;1542;27.05;47.27005768;8.581959724;295;Horgen;22992;745.76711;29.46242171;10294;90000;693.838101
1662023689-394;8810 Horgen, ZH;17.09.2022 11:44;4.5;125;0;5390;43.12;47.23668289;8.618281364;295;Horgen;22992;745.76711;29.46242171;10294;90000;1218.147771
1662023774-1050;Drusbergstrasse 21, 8810 Horgen, ZH;17.09.2022 11:44;3.5;76;0;1900;25;47.25375366;8.597693443;295;Horgen;22992;745.76711;29.46242171;10294;90000;427.6116113
1662023727-690;Waidlistrasse 82, 8810 Horgen, ZH;17.09.2022 11:44;3.5;86;0;2400;27.91;47.25424576;8.613272667;295;Horgen;22992;745.76711;29.46242171;10294;90000;96.87149214
1662023749-850;Einsiedlerstrasse 226, 8810 Horgen, ZH;17.09.2022 11:44;3.5;93;0;2279;24.51;47.25436783;8.598150253;295;Horgen;22992;745.76711;29.46242171;10294;90000;364.9993688
1662023686-377;Wassergass 21, 8810 Horgen, ZH;17.09.2022 11:44;3.5;78;0;1950;25;47.24681473;8.611521721;295;Horgen;22992;745.76711;29.46242171;10294;90000;316.383354
1662023692-417;Bärenweidstrasse 12, 8833 Samstagern, ZH;17.09.2022 11:44;3.5;74;0;1715;23.18;47.1935997;8.679973602;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;1161.627935
1662023720-639;Zugerstrasse 36, 8805 Richterswil, ZH;17.09.2022 11:44;4.5;81;0;1820;22.47;47.20524216;8.701800346;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;258.7319659
1662023798-1225;Bodenstrasse 21, 8805 Richterswil, ZH;17.09.2022 11:44;3.5;73;0;1786;24.47;47.20782852;8.695242882;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;315.7176393
1662023717-611;Sternen 1, 8833 Samstagern, ZH;17.09.2022 11:44;4.5;150;0;3050;20.33;47.19702911;8.690900803;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;916.3767302
1662023755-903;Feldstr. 19, 8805 Richterswil, ZH;17.09.2022 11:44;3.5;86;0;1950;22.67;47.20923233;8.689154625;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;734.5444485
1662023711-572;Reidholzstrasse 28a, 8805 Richterswil, ZH;17.09.2022 11:44;4;105;0;2020;19.24;47.21195984;8.694021225;138;Richterswil;13632;1810.358566;19.47623239;4293;87950.12552;722.973601
1662023686-376;Obermülistrasse 39, 8320 Fehraltorf, ZH;17.09.2022 11:44;4.5;111;0;1980;17.84;47.38801956;8.747424126;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;391.8814415
1662023780-1093;Grundstrasse 18, 8320 Fehraltorf, ZH;17.09.2022 11:44;4.5;115;0;2450;21.3;47.3876915;8.757163048;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;514.3767431
1662023764-961;Mülistrasse 17, 8320 Fehraltorf, ZH;17.09.2022 11:44;4.5;114;0;2480;21.75;47.39019012;8.743782997;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;335.2139323
1662023804-1286;Am Wildbach 7, 8320 Fehraltorf, ZH;17.09.2022 11:44;5.5;190;0;3450;18.16;47.38938522;8.744006157;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;413.4470449
1662023810-1336;Am Burenbüel 7, 8320 Fehraltorf, ZH;17.09.2022 11:44;3.5;85;0;1850;21.76;47.38367081;8.759480476;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;664.5250399
1662023783-1126;Grundstrasse 24, 8320 Fehraltorf, ZH;17.09.2022 11:44;4.5;115;0;2480;21.57;47.38648224;8.758552551;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;570.3236522
1662023711-554;Mülistr. 2, 8320 Fehraltorf, ZH;17.09.2022 11:44;3;76;0;1495;19.67;47.39110947;8.744977951;172;Fehraltorf;6485;684.7940866;18.22667695;4271;79045.18341;354.4268926
1662023801-1269;Büelstrasse 1, 8132 Egg b. Zürich, ZH;17.09.2022 11:44;3.5;109;0;2690;24.68;47.30327988;8.688574791;192;Egg;8796;605.3682037;19.91814461;2469;95135.11251;181.8513271
1662023733-735;Bächelacherstrasse 9, 8132 Hinteregg, ZH;17.09.2022 11:44;3.5;81;0;1680;20.74;47.30830383;8.680372238;192;Egg;8796;605.3682037;19.91814461;2469;95135.11251;440.2297351
1662023717-616;Leestrasse 22, 8132 Egg b. Zürich, ZH;17.09.2022 11:44;4;96;0;1980;20.62;47.29230499;8.696821213;192;Egg;8796;605.3682037;19.91814461;2469;95135.11251;1222.489063
1662023758-916;Forchstrasse 185A, 8132 Hinteregg, ZH;17.09.2022 11:44;5.5;170;0;2930;17.24;47.30646515;8.682995796;192;Egg;8796;605.3682037;19.91814461;2469;95135.11251;155.4596478
1662023777-1065;Boulevard Lilienthal 5, 8152 Opfikon, ZH;17.09.2022 11:44;2.5;46;0;1630;35.43;47.42422867;8.562675476;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;79.90709561
1662023742-806;Dufaux-Strasse 47, 8152 Opfikon, ZH;17.09.2022 11:44;4.5;115;0;5300;46.09;47.42148972;8.561450958;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;239.8029968
1662023777-1066;Rosenstrasse 6, 8152 Glattbrugg, ZH;17.09.2022 11:44;4.5;107;0;2500;23.36;47.43177032;8.564457893;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;366.0834988
1662023777-1064;Boulevard Lilienthal 5, 8152 Opfikon, ZH;17.09.2022 11:44;2.5;46;0;1630;35.43;47.42422867;8.562675476;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;79.90709561
1662023745-831;Dufaux-Strasse 60, 8152 Glattpark (Opfikon), ZH;17.09.2022 11:44;4.5;111;0;3500;31.53;47.4204216;8.562073708;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;351.8732878
1662023749-860;Riethofstrasse 10c, 8152 Glattbrugg, ZH;17.09.2022 11:44;1;30;0;1300;43.33;47.43684006;8.567956924;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;84.75832316
1662023804-1276;Giebeleichstr. 46, 8152 Glattbrugg, ZH;17.09.2022 11:44;3.5;80;0;2187;27.34;47.42832947;8.5645504;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;52.74434933
1662023813-1365;Waldeggweg 2a, 8302 Kloten, ZH;17.09.2022 11:44;2.5;70;1;2990;42.71;47.44088364;8.575755119;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;344.0645197
1662023761-954;Gartenstrasse 7, 8152 Glattbrugg, ZH;17.09.2022 11:44;3.5;75;0;2055;27.4;47.43251038;8.565811157;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;223.9031689
1662023736-755;Oberhauserstrasse 12, 8152 Glattbrugg, ZH;17.09.2022 11:44;3;80;0;1985;24.81;47.43258286;8.566152573;66;Opfikon;21014;3759.21288;44.9129152;19226;71457.08411;207.1510916
1662023736-767;Frohburgweg 5, 8180 Bülach, ZH;17.09.2022 11:44;4.5;94;0;2010;21.38;47.52424622;8.539907455;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;345.0929058
1662023720-629;Allmendstrasse 29, 8180 Bülach, ZH;17.09.2022 11:44;3.5;85;0;2220;26.12;47.51471329;8.533659935;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;244.8949325
1662023720-627;Allmendstrasse 29, 8180 Bülach, ZH;17.09.2022 11:44;1.5;44;0;1595;36.25;47.51471329;8.533659935;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;244.8949325
1662023720-647;Im Nippel 8, 8180 Bülach, ZH;17.09.2022 11:44;1.5;69;0;1890;27.39;47.51787567;8.531757355;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;326.9633801
1662023733-733;Sandstrasse 1, 8180 Bülach, ZH;17.09.2022 11:44;4.5;122;0;3200;26.23;47.52568817;8.541040421;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;500.143655
1662023698-464;Fangletenstrasse 16, 8180 Bülach, ZH;17.09.2022 11:44;5.5;121;0;2931;24.22;47.52791977;8.538370132;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;207.7560361
1662023714-595;8180 Bülach, ZH;17.09.2022 11:44;4.5;124;1;3250;26.21;47.52003098;8.566342354;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;1627.077685
1662023720-630;Allmendstrasse 27, 8180 Bülach, ZH;17.09.2022 11:44;4.5;102;0;2625;25.74;47.51474762;8.533862114;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;259.3764332
1662023804-1279;Handgasse 6, 8180 Bülach, ZH;17.09.2022 11:44;3.5;68;0;1530;22.5;47.51361847;8.542300224;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;386.4776569
1662023723-671;Friedhofstr. 29, 8180 Bülach, ZH;17.09.2022 11:44;3.5;66;0;1680;25.45;47.51735687;8.546330452;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;413.2199086
1662023733-737;Lindenhofstrasse 4a, 8180 Bülach, ZH;17.09.2022 11:44;3.5;107;1;2725;25.47;47.52070236;8.538408279;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;169.4266778
1662023807-1313;Winterthurerstr. 11, 8180 Bülach, ZH;17.09.2022 11:44;4.5;148;0;2942;19.88;47.51964188;8.542246819;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;187.8460471
1662023689-399;Nordstrasse 15, 8180 Bülach, ZH;17.09.2022 11:44;1.5;26;0;1400;53.85;47.52280807;8.53650856;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;464.3574646
1662023793-1177;Gussstrasse 16, 8180 Bülach, ZH;17.09.2022 11:44;3.5;87;0;1990;22.87;47.52637482;8.5377388;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;147.1137628
1662023749-849;Sandstrasse 1, 8180 Bülach, ZH;17.09.2022 11:44;4.5;117;0;3250;27.78;47.52568817;8.541040421;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;500.143655
1662023767-1006;8180 Bülach, ZH;17.09.2022 11:44;4.5;115;1;3250;28.26;47.52003098;8.566342354;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;1627.077685
1662023720-628;Allmendstrasse 29, 8180 Bülach, ZH;17.09.2022 11:44;2.5;65;0;1880;28.92;47.51471329;8.533659935;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;244.8949325
1662023707-549;Piazza Santeramo 1, 8180 Bülach, ZH;17.09.2022 11:44;3.5;97;0;2800;28.87;47.52568817;8.541040421;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;500.143655
1662023701-487;Neugut 4, 8180 Bülach, ZH;17.09.2022 11:44;4.5;87;0;1808;20.78;47.5241394;8.540482521;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;328.5132258
1662023749-848;Kaffeestrasse 15, 8180 Bülach, ZH;17.09.2022 11:44;4.5;96;1;2420;25.21;47.5119133;8.537539482;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;317.075784
1662023807-1310;Gussstrasse 46, 8180 Bülach, ZH;17.09.2022 11:44;4.5;93;0;2120;22.8;47.52552032;8.536998749;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;178.0597949
1662023707-536;Moritz Meyer-Weg 11, 8180 Bülach, ZH;17.09.2022 11:44;4.5;89;0;1730;19.44;47.51415634;8.545286179;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;509.5899642
1662023745-819;Handgasse 6, 8180 Bülach, ZH;17.09.2022 11:44;4;68;0;1590;23.38;47.51361847;8.542300224;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;386.4776569
1662023727-682;Südweg 6, 8180 Bülach, ZH;17.09.2022 11:44;5.5;147;0;2950;20.07;47.5123291;8.542059898;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;245.4728195
1662023807-1320;Frohburgweg 13, 8180 Bülach, ZH;17.09.2022 11:44;5.5;137;0;2480;18.1;47.52381134;8.539821625;53;Bülach;21372;1328.278434;28.03200449;10973;74755.29466;298.3191188
1662023704-506;Pfarrhausstrasse 18a, 8344 Bäretswil, ZH;17.09.2022 11:44;2;110;1;2150;19.55;47.33701324;8.853507042;111;Bäretswil;5053;227.715187;10.15238472;1647;73634.22363;1112.663453
1662023714-597;8344 Bäretswil, ZH;17.09.2022 11:44;2.5;119;0;2150;18.07;47.32254028;8.861206055;111;Bäretswil;5053;227.715187;10.15238472;1647;73634.22363;2498.771468
1662023692-427;8421 Dättlikon, ZH;17.09.2022 11:44;4.5;130;0;2920;22.46;47.52411652;8.624934196;215;Dättlikon;776;269.4444444;8.24742268;150;92979.50311;2017.227572
1662023692-428;8421 Dättlikon, ZH;17.09.2022 11:44;4.5;127;0;2820;22.2;47.52411652;8.624934196;215;Dättlikon;776;269.4444444;8.24742268;150;92979.50311;2017.227572
1662023686-363;Pappelstr. 22, 8305 Dietlikon, ZH;17.09.2022 11:44;3.5;85;0;1822;21.44;47.41817856;8.623049736;54;Dietlikon;7847;1846.352941;25.76780935;5808;79948.4291;534.3448078
1662023736-763;Riedmühlestr. 7b, 8305 Dietlikon, ZH;17.09.2022 11:44;4.5;102;0;2900;28.43;47.426754;8.621732712;54;Dietlikon;7847;1846.352941;25.76780935;5808;79948.4291;476.3347063
1662023804-1278;Altburgstr. 19, 8105 Regensdorf, ZH;17.09.2022 11:44;4.5;106;0;2600;24.53;47.42815399;8.475338936;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;572.9562897
1662023758-923;Schulstrasse 103, 8105 Regensdorf, ZH;17.09.2022 11:44;4.5;108;0;2670;24.72;47.43563843;8.467465401;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;497.3945825
1662023774-1044;Altburgstr. 15, 8105 Regensdorf, ZH;17.09.2022 11:44;2;56;0;1685;30.09;47.42799759;8.474880219;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;556.1844417
1662023704-508;Schulstrasse 175, 8105 Regensdorf, ZH;17.09.2022 11:44;4.5;112;0;2345;20.94;47.43782806;8.46848774;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;342.5836249
1662023730-711;Moosäckerstrasse 72, 8105 Regensdorf, ZH;17.09.2022 11:44;1;20;0;1100;55;47.43935013;8.456944466;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;808.7881944
1662023701-504;8105 Watt, ZH;17.09.2022 11:44;5.5;86;1;2500;29.07;47.44430542;8.485084534;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;332.4230752
1662023810-1326;Rebrainstrasse 23, 8106 Adlikon b. Regensdorf, ZH;17.09.2022 11:44;2.5;68;0;1740;25.59;47.45013428;8.466490746;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;176.3669995
1662023727-683;8105 Regensdorf, ZH;17.09.2022 11:44;3.5;75;0;2032;27.09;47.44430542;8.485084534;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;332.4230752
1662023723-665;Dorfstrasse 57, 8105 Watt, ZH;17.09.2022 11:44;4.5;150;0;3690;24.6;47.4397583;8.478024483;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;277.633695
1662023727-689;Steinstrasse 14, 8106 Adlikon b. Regensdorf, ZH;17.09.2022 11:44;4.5;100;0;1781;17.81;47.45270157;8.462518692;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;421.3935327
1662023789-1168;Altburgstr. 19, 8105 Regensdorf, ZH;17.09.2022 11:44;2;56;0;1670;29.82;47.42815399;8.475338936;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;572.9562897
1662023755-894;Feldstrasse 26, 8105 Regensdorf, ZH;17.09.2022 11:44;2.5;84;0;2090;24.88;47.43871689;8.47390461;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;82.63555931
1662023749-846;Wehntalerstr. 321, 8106 Adlikon b. Regensdorf, ZH;17.09.2022 11:44;2.5;77;0;2000;25.97;47.45172119;8.465733528;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;294.0346844
1662023764-979;Altburgstr. 17, 8105 Regensdorf, ZH;17.09.2022 11:44;4.5;107;0;2460;22.99;47.42826843;8.474649429;96;Regensdorf;18540;1268.125855;35.57173679;11126;72286.7727;523.7479504
1662023804-1294;Unterdorfstrasse 1,, 8113 Boppelsen, ZH;17.09.2022 11:44;3;130;0;1940;14.92;47.47076797;8.401324272;82;Boppelsen;1432;361.6161616;11.59217877;318;112713.8937;78.67804282
1662023810-1341;Stallikonerstr. 107, 8903 Birmensdorf ZH, ZH;17.09.2022 11:44;4.5;98;0;2020;20.61;47.35337448;8.460884094;242;Birmensdorf (ZH);6724;588.7915937;24.9256395;2598;86277.04134;872.045382
1662023689-403;Panoramastrasse 3, 8903 Birmensdorf ZH, ZH;17.09.2022 11:44;4.5;90;0;2730;30.33;47.36023712;8.434920311;242;Birmensdorf (ZH);6724;588.7915937;24.9256395;2598;86277.04134;1440.529684
1662023723-651;Stallikonerstrasse 64, 8903 Birmensdorf ZH, ZH;17.09.2022 11:44;1;27;0;1100;40.74;47.35583115;8.446781158;242;Birmensdorf (ZH);6724;588.7915937;24.9256395;2598;86277.04134;689.713866
1662023764-963;Breitestr. 3, 8903 Birmensdorf ZH, ZH;17.09.2022 11:44;3.5;90;0;2100;23.33;47.35237885;8.4360466;242;Birmensdorf (ZH);6724;588.7915937;24.9256395;2598;86277.04134;1577.344873
1662023711-576;Zürcherstrasse 13, 8903 Birmensdorf ZH, ZH;17.09.2022 11:44;3.5;74;0;2030;27.43;47.35412979;8.436495781;242;Birmensdorf (ZH);6724;588.7915937;24.9256395;2598;86277.04134;1456.070219
1662023717-621;Unter-Rüti 2, 8487 Zell ZH, ZH;17.09.2022 11:44;3.5;80;0;1850;23.12;47.44448853;8.816344261;231;Zell (ZH);6299;485.6592136;22.38450548;1476;65617.33388;1824.485481
1662023798-1227;Lindenstrasse 34, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;88;0;1660;18.86;47.4821701;8.489461899;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;241.2022484
1662023771-1020;Langackerweg 13, 8155 Niederhasli, ZH;17.09.2022 11:44;3;63;0;1855;29.44;47.48302841;8.486887932;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;359.2769366
1662023698-480;Sandrainstrasse 6, 8156 Oberhasli, ZH;17.09.2022 11:44;4.5;114;0;2410;21.14;47.46493912;8.498687744;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;108.1820107
1662023774-1038;Heiselstrasse 120, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;88;0;1750;19.89;47.48178864;8.497633934;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;590.0392469
1662023723-669;Lindenstrasse 32, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;79;0;1845;23.35;47.48271179;8.489599228;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;298.1888979
1662023720-631;Möslistrasse 40, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;88;0;1750;19.89;47.48173141;8.496448517;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;504.0008861
1662023777-1068;Langackerweg 13, 8155 Niederhasli, ZH;17.09.2022 11:44;2;49;0;1510;30.82;47.48302841;8.486887932;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;359.2769366
1662023720-626;Haagächerstrasse 12, 8155 Niederhasli, ZH;17.09.2022 11:44;4.5;120;0;1990;16.58;47.47222137;8.486286163;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;868.0929678
1662023771-1019;Langackerweg 13, 8155 Niederhasli, ZH;17.09.2022 11:44;1;32;0;1065;33.28;47.48302841;8.486887932;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;359.2769366
1662023807-1319;Gewerbestrasse 19, 8155 Niederhasli, ZH;17.09.2022 11:44;4.5;107;0;2090;19.53;47.47941971;8.497612953;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;561.0425077
1662023686-370;Lindenstrasse 28, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;82;0;1800;21.95;47.48271942;8.489215851;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;304.9596824
1662023707-533;Noeschikonerstr. 24, 8155 Niederhasli, ZH;17.09.2022 11:44;3.5;65;0;1520;23.38;47.48400116;8.486496925;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;455.2077515
1662023795-1213;Gewerbestrasse 21, 8155 Niederhasli, ZH;17.09.2022 11:44;4.5;117;0;2180;18.63;47.47945404;8.497410774;90;Niederhasli;9345;826.9911504;25.79989299;2505;71809.21589;545.4440208
1662023813-1353;Rechweg 14, 8600 Dübendorf, ZH;17.09.2022 11:44;2.5;95;1;2790;29.37;47.40067291;8.628590584;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;454.8965457
1662023727-687;Wilstrasse 2, 8600 Dübendorf, ZH;17.09.2022 11:44;3.5;167;0;4750;28.44;47.39675903;8.617347717;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;78.25464964
1662023717-613;Rechweg 14, 8600 Dübendorf, ZH;17.09.2022 11:44;2.5;95;0;2790;29.37;47.40067291;8.628590584;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;454.8965457
1662023789-1160;Am Giessenpark 15, 8600 Dübendorf, ZH;17.09.2022 11:44;3.5;82;0;2260;27.56;47.40132141;8.612338066;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;554.4649872
1662023810-1343;Am Giessenpark 11, 8600 Dübendorf, ZH;17.09.2022 11:44;3.5;102;0;2580;25.29;47.40099335;8.612852097;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;502.1522019
1662023783-1119;Am Giessenpark 1, 8600 Dübendorf, ZH;17.09.2022 11:44;5.5;123;0;3110;25.28;47.4012413;8.611506462;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;587.312456
1662023733-727;Überlandstrasse 206, 8600 Dübendorf, ZH;17.09.2022 11:44;4.5;114;0;2669;23.41;47.40071869;8.6230793;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;469.2179365
1662023810-1342;Zipartenstr. 45, 8600 Dübendorf, ZH;17.09.2022 11:44;3.5;79;0;1940;24.56;47.39463806;8.604566574;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;719.5780464
1662023780-1101;Höglerstrasse 43, 8600 Dübendorf, ZH;17.09.2022 11:44;3.5;68;0;1670;24.56;47.39238358;8.614373207;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;375.8791484
1662023692-414;Kunklerstrasse 34, 8600 Dübendorf, ZH;17.09.2022 11:44;2.5;53;0;1390;26.23;47.39944839;8.628541946;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;335.2762458
1662023745-830;Oberdorfstr. 98, 8600 Dübendorf, ZH;17.09.2022 11:44;5;130;0;2390;18.38;47.38787842;8.620838165;191;Dübendorf;29303;2151.468429;35.94512507;20104;77732.53943;330.2054805
1662023711-565;Seestrasse 33, 8800 Thalwil, ZH;17.09.2022 11:44;5.5;128;0;3300;25.78;47.28500748;8.576184273;141;Thalwil;18139;3298;29.03136887;6582;106812.9091;766.541489
1662023727-679;Im Lingg 2, 8800 Thalwil, ZH;17.09.2022 11:44;4;76;0;2850;37.5;47.2918129;8.563990593;141;Thalwil;18139;3298;29.03136887;6582;106812.9091;276.0296442
1662023777-1075;Bahnhofstr. 59, 8902 Urdorf, ZH;17.09.2022 11:44;4.5;86;0;2110;24.53;47.38587952;8.427583694;250;Urdorf;9981;1316.754617;24.92736199;6398;76047.68064;397.9827413
1662023780-1087;Zürcherstrasse 236, 8953 Dietikon, ZH;17.09.2022 11:44;1;26;1;1100;42.31;47.3969574;8.425539017;250;Urdorf;9981;1316.754617;24.92736199;6398;76047.68064;586.144174
1662023780-1095;In der Fadmatt 59, 8902 Urdorf, ZH;17.09.2022 11:44;4.5;82;0;1860;22.68;47.3833046;8.428935051;250;Urdorf;9981;1316.754617;24.92736199;6398;76047.68064;421.5512011
1662023798-1245;Bachstrasse 13, 8902 Urdorf, ZH;17.09.2022 11:44;2.5;62;0;2030;32.74;47.38126373;8.424240112;250;Urdorf;9981;1316.754617;24.92736199;6398;76047.68064;69.7095151
1662023727-694;Säntisstrasse 6a, 8942 Oberrieden, ZH;17.09.2022 11:44;3.5;79;0;2650;33.54;47.27185059;8.575986862;137;Oberrieden;5002;1792.831541;21.29148341;;113702.7865;698.6793629
1662023689-393;Otelfingerstrasse, 8115 Hüttikon, ZH;17.09.2022 11:44;2.5;80;0;2100;26.25;47.44638062;8.387629509;87;Hüttikon;952;598.7421384;15.86134454;129;87312.07865;1224.868813
1662023711-567;Zürcherstrasse 19, 8115 Hüttikon, ZH;17.09.2022 11:44;3.5;136;0;2700;19.85;47.44628143;8.386636734;87;Hüttikon;952;598.7421384;15.86134454;129;87312.07865;1299.694364
1662023686-365;Zelglistrasse 9, 8311 Brütten, ZH;17.09.2022 11:44;3.5;85;0;2290;26.94;47.47028351;8.673417091;213;Brütten;2067;313.1818182;7.547169811;388;98593.10345;277.9255818
1662023727-677;Brühlstrasse 4, 8311 Brütten, ZH;17.09.2022 11:44;3.5;89;0;2250;25.28;47.47344971;8.675499916;213;Brütten;2067;313.1818182;7.547169811;388;98593.10345;109.0872721
1662023711-568;Pfarrhausstrasse 28, 8424 Embrach, ZH;17.09.2022 11:44;4.5;104;0;2207;21.22;47.50019073;8.597267151;56;Embrach;9421;741.8110236;28.04373209;3591;72565.26042;254.3389635
1662023704-527;Dorfstrasse 111, 8424 Embrach, ZH;17.09.2022 11:44;2.5;71;0;1199;16.89;47.5086174;8.593684196;56;Embrach;9421;741.8110236;28.04373209;3591;72565.26042;256.8415666
